Survived,Pclass,Fare,AgeGroup,FareBuckets,FamilySize,Sex_female,Sex_male,EmbarkedImputed_C,EmbarkedImputed_Q,EmbarkedImputed_S,Floor_A,Floor_B,Floor_C,Floor_D,Floor_E,Floor_F,Floor_G,Floor_Ground Floor,Floor_T,Title_Master.,Title_Miss.,Title_Mr.,Title_Mrs.,Title_Other Titles
0,3,7.775,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,13.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,8.1125,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,81.8583,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,19.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,19.2583,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,30.5,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,2,27.75,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,19.9667,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,27.75,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,89.1042,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.8958,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,51.8625,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2,10.5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,38.5,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,2,13.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.05,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.725,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,19.2583,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.25,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.6625,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,27.75,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,13.7917,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3,9.8375,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,52.0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,21.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.0458,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.5208,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,12.2875,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,46.9,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,2,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,9.5875,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,91.0792,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,25.4667,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,90.0,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,29.7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,15.9,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,3,19.9667,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.25,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,30.5,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,49.5042,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,14.4583,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,78.2667,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,15.1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,151.55,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,3,7.7958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.6625,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.75,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.6292,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,9.5875,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,86.5,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,108.9,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2,26.0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,22.525,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,56.4958,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.75,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,26.2875,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,59.4,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.4958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,34.0208,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2,10.5,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,3,24.15,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,26.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,93.5,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.225,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,57.9792,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,3,7.2292,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.75,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,10.5,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,221.7792,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,7.925,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,11.5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,26.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.2292,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.2292,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,22.3583,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,8.6625,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,26.25,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,26.55,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,1,106.425,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,14.5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,49.5,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,71.0,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,31.275,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,31.275,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,26.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,106.425,2,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,26.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,26.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,13.8625,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,20.525,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,36.75,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,110.8833,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,2,26.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8292,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.225,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.775,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,26.55,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,39.6,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,227.525,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,79.65,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,3,17.4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,13.5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,24.15,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8958,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,21.075,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.2292,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.8542,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,10.5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,51.4792,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,26.3875,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3,7.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,8.05,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,14.5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,13.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,55.9,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,3,14.4583,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,3,7.925,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,30.0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,110.8833,2,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,26.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.125,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,8.7125,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,79.65,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,2,15.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,79.2,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.125,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,78.2667,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3,7.25,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.75,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,26.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,24.15,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,33.0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,0.0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.225,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,56.9292,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,27.0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,42.4,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,26.55,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,15.55,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,30.5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,41.5792,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,153.4625,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,3,31.275,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,7.05,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,15.5,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.75,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,8.05,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,65.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,14.4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,16.1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2,39.0,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,10.5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,14.4542,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,52.5542,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,3,15.7417,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8542,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,16.1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,32.3208,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,12.35,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,77.9583,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.7333,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,30.0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,7.0542,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,30.5,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,27.9,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,2,13.0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.925,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,26.25,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,39.6875,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,3,16.1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8542,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,69.3,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,27.9,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,3,56.4958,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,19.2583,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,76.7292,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3,7.8958,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,35.5,2,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,7.55,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.55,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,2,23.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,8.4333,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.8292,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,6.75,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,73.5,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,7.8958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,3,15.5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,2,13.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,113.275,2,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,133.65,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,3,7.225,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,25.5875,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,7.4958,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,3,7.925,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,2,73.5,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
